,Unnamed: 0.1,Unnamed: 0,Wavelength,Ruby Intensity,Wavelength(nm),No Ruby Intensity,Transmission,Intensity_measurement_error,Transmission_error
309,309,309,429.857,673.84,429.857,1247.04,0.540351552,0.01,0.540352+/-0.000009
310,310,310,430.071,661.55,430.071,1237.49,0.534590179,0.01,0.534590+/-0.000009
311,311,311,430.285,670.43,430.285,1234.07,0.5432674,0.01,0.543267+/-0.000009
312,312,312,430.498,705.24,430.498,1260.01,0.559709844,0.01,0.559710+/-0.000009
313,313,313,430.712,723.67,430.712,1215.64,0.595299595,0.01,0.595300+/-0.000010
314,314,314,430.925,682.71,430.925,1309.85,0.521212353,0.01,0.521212+/-0.000009
315,315,315,431.139,644.48,431.139,1295.51,0.497472038,0.01,0.497472+/-0.000009
316,316,316,431.353,709.34,431.353,1296.88,0.546958855,0.01,0.546959+/-0.000009
317,317,317,431.566,732.55,431.566,1254.55,0.583914551,0.01,0.583915+/-0.000009
318,318,318,431.78,758.49,431.78,1359.0,0.55812362,0.01,0.558124+/-0.000008
319,319,319,431.993,719.58,431.993,1324.18,0.543415548,0.01,0.543416+/-0.000009
320,320,320,432.207,752.34,432.207,1336.47,0.562930706,0.01,0.562931+/-0.000009
321,321,321,432.42,675.2,432.42,1393.81,0.484427576,0.01,0.484428+/-0.000008
322,322,322,432.634,733.23,432.634,1339.88,0.547235573,0.01,0.547236+/-0.000009
323,323,323,432.847,731.86,432.847,1354.22,0.540429177,0.01,0.540429+/-0.000008
324,324,324,433.061,800.81,433.061,1470.27,0.544668666,0.01,0.544669+/-0.000008
325,325,325,433.274,760.54,433.274,1363.78,0.557670592,0.01,0.557671+/-0.000008
326,326,326,433.488,761.9,433.488,1400.64,0.543965616,0.01,0.543966+/-0.000008
327,327,327,433.701,759.17,433.701,1333.06,0.569494246,0.01,0.569494+/-0.000009
328,328,328,433.915,766.68,433.915,1399.27,0.54791427,0.01,0.547914+/-0.000008
329,329,329,434.128,830.17,434.128,1488.02,0.557902448,0.01,0.557902+/-0.000008
330,330,330,434.341,778.97,434.341,1420.44,0.548400496,0.01,0.548400+/-0.000008
331,331,331,434.555,803.54,434.555,1496.21,0.53705028,0.01,0.537050+/-0.000008
332,332,332,434.768,851.33,434.768,1419.75,0.599633738,0.01,0.599634+/-0.000008
333,333,333,434.981,857.47,434.981,1528.3,0.56106131,0.01,0.561061+/-0.000008
334,334,334,435.195,800.81,435.195,1479.83,0.541149997,0.01,0.541150+/-0.000008
335,335,335,435.408,874.54,435.408,1459.35,0.599266797,0.01,0.599267+/-0.000008
336,336,336,435.621,828.8,435.621,1514.64,0.547192732,0.01,0.547193+/-0.000008
337,337,337,435.835,804.91,435.835,1437.5,0.559937391,0.01,0.559937+/-0.000008
338,338,338,436.048,825.39,436.048,1551.51,0.531991415,0.01,0.531991+/-0.000007
339,339,339,436.261,908.67,436.261,1464.13,0.62062112,0.01,0.620621+/-0.000008
340,340,340,436.475,836.31,436.475,1436.14,0.582331806,0.01,0.582332+/-0.000008
341,341,341,436.688,886.83,436.688,1591.1,0.557369116,0.01,0.557369+/-0.000007
342,342,342,436.901,871.81,436.901,1546.73,0.563647178,0.01,0.563647+/-0.000007
343,343,343,437.114,869.08,437.114,1588.37,0.547152112,0.01,0.547152+/-0.000007
344,344,344,437.328,907.99,437.328,1589.74,0.57115629,0.01,0.571156+/-0.000007
345,345,345,437.541,886.14,437.541,1681.21,0.527084659,0.01,0.527085+/-0.000007
346,346,346,437.754,882.05,437.754,1640.25,0.537753391,0.01,0.537753+/-0.000007
347,347,347,437.967,940.76,437.967,1653.22,0.569047072,0.01,0.569047+/-0.000007
348,348,348,438.18,1030.87,438.18,1669.61,0.617431616,0.01,0.617432+/-0.000007
349,349,349,438.394,960.55,438.394,1622.5,0.59201849,0.01,0.592018+/-0.000007
350,350,350,438.607,911.4,438.607,1652.54,0.551514638,0.01,0.551515+/-0.000007
351,351,351,438.82,931.88,438.82,1615.68,0.576772628,0.01,0.576773+/-0.000007
352,352,352,439.033,953.05,439.033,1645.71,0.579111751,0.01,0.579112+/-0.000007
353,353,353,439.246,972.16,439.246,1759.72,0.552451526,0.01,0.552452+/-0.000006
354,354,354,439.459,978.99,439.459,1714.66,0.570952842,0.01,0.570953+/-0.000007
355,355,355,439.672,983.08,439.672,1754.26,0.560395836,0.01,0.560396+/-0.000007
356,356,356,439.885,997.42,439.885,1689.4,0.590398958,0.01,0.590399+/-0.000007
357,357,357,440.098,1022.68,440.098,1726.27,0.592421811,0.01,0.592422+/-0.000007
358,358,358,440.312,990.59,440.312,1688.04,0.586828511,0.01,0.586829+/-0.000007
359,359,359,440.525,1035.65,440.525,1696.91,0.61031522,0.01,0.610315+/-0.000007
360,360,360,440.738,1031.55,440.738,1765.18,0.584387994,0.01,0.584388+/-0.000007
361,361,361,440.951,1012.44,440.951,1767.91,0.572676211,0.01,0.572676+/-0.000007
362,362,362,441.164,1058.17,441.164,1821.84,0.58082488,0.01,0.580825+/-0.000006
363,363,363,441.377,1035.65,441.377,1788.39,0.579096282,0.01,0.579096+/-0.000006
364,364,364,441.59,1001.51,441.59,1827.3,0.548081869,0.01,0.548082+/-0.000006
365,365,365,441.803,1072.51,441.803,1921.51,0.558159989,0.01,0.558160+/-0.000006
366,366,366,442.016,1090.26,442.016,1810.23,0.602277059,0.01,0.602277+/-0.000006
367,367,367,442.228,1145.55,442.228,1855.29,0.617450641,0.01,0.617451+/-0.000006
368,368,368,442.441,1110.06,442.441,1957.69,0.567025423,0.01,0.567025+/-0.000006
369,369,369,442.654,1105.28,442.654,1859.38,0.594434704,0.01,0.594435+/-0.000006
370,370,370,442.867,1140.78,442.867,1879.86,0.606843063,0.01,0.606843+/-0.000006
371,371,371,443.08,1172.86,443.08,1962.47,0.597644805,0.01,0.597645+/-0.000006
372,372,372,443.293,1186.51,443.293,1961.1,0.605022691,0.01,0.605023+/-0.000006
373,373,373,443.506,1153.06,443.506,1898.3,0.607417163,0.01,0.607417+/-0.000006
374,374,374,443.719,1116.2,443.719,1873.04,0.595929612,0.01,0.595930+/-0.000006
375,375,375,443.932,1143.51,443.932,1980.22,0.57746614,0.01,0.577466+/-0.000006
376,376,376,444.144,1219.96,444.144,1999.33,0.610184412,0.01,0.610184+/-0.000006
377,377,377,444.357,1210.41,444.357,2028.68,0.596649053,0.01,0.596649+/-0.000006
378,378,378,444.57,1263.65,444.57,2098.31,0.602222741,0.01,0.602223+/-0.000006
379,379,379,444.783,1289.59,444.783,2024.59,0.636963533,0.01,0.636964+/-0.000006
380,380,380,444.996,1256.14,444.996,2037.56,0.616492275,0.01,0.616492+/-0.000006
381,381,381,445.208,1215.87,445.208,2089.44,0.5819119,0.01,0.581912+/-0.000006
382,382,382,445.421,1216.55,445.421,2053.94,0.592300651,0.01,0.592301+/-0.000006
383,383,383,445.634,1253.41,445.634,2165.21,0.578886113,0.01,0.578886+/-0.000005
384,384,384,445.847,1326.46,445.847,2199.35,0.603114557,0.01,0.603115+/-0.000005
385,385,385,446.059,1372.2,446.059,2185.01,0.628006279,0.01,0.628006+/-0.000005
386,386,386,446.272,1268.43,446.272,2118.11,0.598849918,0.01,0.598850+/-0.000006
387,387,387,446.485,1347.62,446.485,2220.51,0.606896614,0.01,0.606897+/-0.000005
388,388,388,446.697,1351.03,446.697,2191.84,0.616390795,0.01,0.616391+/-0.000005
389,389,389,446.91,1368.78,446.91,2209.59,0.619472391,0.01,0.619472+/-0.000005
390,390,390,447.123,1443.19,447.123,2331.78,0.618922025,0.01,0.618922+/-0.000005
391,391,391,447.335,1401.55,447.335,2312.67,0.606031124,0.01,0.606031+/-0.000005
392,392,392,447.548,1441.14,447.548,2309.94,0.623886335,0.01,0.623886+/-0.000005
393,393,393,447.761,1452.75,447.761,2296.28,0.632653683,0.01,0.632654+/-0.000005
394,394,394,447.973,1432.27,447.973,2239.62,0.639514739,0.01,0.639515+/-0.000005
395,395,395,448.186,1545.59,448.186,2406.88,0.642154989,0.01,0.642155+/-0.000005
396,396,396,448.398,1534.67,448.398,2334.51,0.657384205,0.01,0.657384+/-0.000005
397,397,397,448.611,1490.3,448.611,2362.5,0.630814815,0.01,0.630815+/-0.000005
398,398,398,448.824,1419.3,448.824,2357.72,0.601979879,0.01,0.601980+/-0.000005
399,399,399,449.036,1546.96,449.036,2445.1,0.6326776,0.01,0.632678+/-0.000005
400,400,400,449.249,1567.44,449.249,2423.26,0.646831128,0.01,0.646831+/-0.000005
401,401,401,449.461,1577.68,449.461,2454.66,0.642728525,0.01,0.642729+/-0.000005
402,402,402,449.674,1579.04,449.674,2431.45,0.649423184,0.01,0.649423+/-0.000005
403,403,403,449.886,1624.78,449.886,2552.96,0.63642987,0.01,0.636430+/-0.000005
404,404,404,450.099,1721.72,450.099,2582.32,0.66673379,0.01,0.666734+/-0.000005
405,405,405,450.311,1704.65,450.311,2591.19,0.657863761,0.01,0.657864+/-0.000005
406,406,406,450.524,1690.31,450.524,2605.53,0.648739412,0.01,0.648739+/-0.000005
407,407,407,450.736,1639.11,450.736,2601.43,0.630080379,0.01,0.630080+/-0.000005
408,408,408,450.948,1655.5,450.948,2658.78,0.622653999,0.01,0.622654+/-0.000004
409,409,409,451.161,1721.03,451.161,2632.83,0.65368064,0.01,0.653681+/-0.000005
410,410,410,451.373,1693.73,451.373,2638.3,0.641977789,0.01,0.641978+/-0.000005
411,411,411,451.586,1841.86,451.586,2698.37,0.682582448,0.01,0.682582+/-0.000004
412,412,412,451.798,1744.93,451.798,2656.04,0.656966763,0.01,0.656967+/-0.000005
413,413,413,452.01,1826.85,452.01,2733.18,0.668397252,0.01,0.668397+/-0.000004
414,414,414,452.223,1726.49,452.223,2707.24,0.637730678,0.01,0.637731+/-0.000004
415,415,415,452.435,1809.78,452.435,2688.13,0.67324869,0.01,0.673249+/-0.000004
416,416,416,452.648,1840.5,452.648,2884.73,0.63801465,0.01,0.638015+/-0.000004
417,417,417,452.86,1873.95,452.86,2780.29,0.674012423,0.01,0.674012+/-0.000004
418,418,418,453.072,1880.09,453.072,2720.21,0.691156197,0.01,0.691156+/-0.000004
419,419,419,453.284,1894.43,453.284,2858.79,0.662668472,0.01,0.662668+/-0.000004
420,420,420,453.497,1855.52,453.497,2819.88,0.658013816,0.01,0.658014+/-0.000004
421,421,421,453.709,1955.18,453.709,2927.06,0.667967175,0.01,0.667967+/-0.000004
422,422,422,453.921,1970.89,453.921,2873.13,0.685973137,0.01,0.685973+/-0.000004
423,423,423,454.134,2012.53,454.134,2931.16,0.68659848,0.01,0.686598+/-0.000004
424,424,424,454.346,2076.7,454.346,3116.16,0.666429195,0.01,0.666429+/-0.000004
425,425,425,454.558,2079.43,454.558,2942.76,0.706625753,0.01,0.706626+/-0.000004
426,426,426,454.77,1893.75,454.77,2920.23,0.648493441,0.01,0.648493+/-0.000004
427,427,427,454.982,2092.4,454.982,3075.2,0.68041103,0.01,0.680411+/-0.000004
428,428,428,455.195,2013.21,455.195,2904.53,0.693127632,0.01,0.693128+/-0.000004
429,429,429,455.407,2058.95,455.407,3060.18,0.672819899,0.01,0.672820+/-0.000004
430,430,430,455.619,2226.88,455.619,3177.59,0.700807845,0.01,0.700808+/-0.000004
431,431,431,455.831,2116.97,455.831,3088.17,0.685509541,0.01,0.685510+/-0.000004
432,432,432,456.043,2124.48,456.043,3003.52,0.707330066,0.01,0.707330+/-0.000004
433,433,433,456.255,2172.95,456.255,3169.4,0.685602953,0.01,0.685603+/-0.000004
434,434,434,456.467,2095.13,456.467,3046.52,0.687712538,0.01,0.687713+/-0.000004
435,435,435,456.679,2211.86,456.679,3178.28,0.695929874,0.01,0.695930+/-0.000004
436,436,436,456.892,2209.13,456.892,3131.86,0.705373165,0.01,0.705373+/-0.000004
437,437,437,457.104,2230.98,457.104,3117.52,0.715626524,0.01,0.715627+/-0.000004
438,438,438,457.316,2342.93,457.316,3187.83,0.734960773,0.01,0.734961+/-0.000004
439,439,439,457.528,2213.23,457.528,3316.86,0.667266632,0.01,0.667267+/-0.000004
440,440,440,457.74,2303.34,457.74,3254.73,0.707690039,0.01,0.707690+/-0.000004
441,441,441,457.952,2353.86,457.952,3239.72,0.726562789,0.01,0.726563+/-0.000004
442,442,442,458.164,2411.88,458.164,3404.24,0.708492938,0.01,0.708493+/-0.000004
443,443,443,458.376,2366.14,458.376,3309.35,0.714986327,0.01,0.714986+/-0.000004
444,444,444,458.588,2313.58,458.588,3319.59,0.696947515,0.01,0.696948+/-0.000004
445,445,445,458.8,2420.07,458.8,3323.0,0.728278664,0.01,0.728279+/-0.000004
446,446,446,459.012,2411.2,459.012,3404.92,0.708151733,0.01,0.708152+/-0.000004
447,447,447,459.224,2497.21,459.224,3432.91,0.727432412,0.01,0.727432+/-0.000004
448,448,448,459.436,2557.97,459.436,3455.44,0.740273308,0.01,0.740273+/-0.000004
449,449,449,459.648,2467.86,459.648,3437.69,0.71788323,0.01,0.717883+/-0.000004
450,450,450,459.859,2514.28,459.859,3505.95,0.717146565,0.01,0.7171466+/-0.0000035
451,451,451,460.071,2430.31,460.071,3357.13,0.7239249,0.01,0.723925+/-0.000004
452,452,452,460.283,2519.74,460.283,3497.08,0.72052684,0.01,0.7205268+/-0.0000035
453,453,453,460.495,2557.97,460.495,3525.75,0.725510884,0.01,0.7255109+/-0.0000035
454,454,454,460.707,2588.01,460.707,3602.89,0.718315019,0.01,0.7183150+/-0.0000034
455,455,455,460.919,2563.43,460.919,3509.37,0.730453044,0.01,0.7304530+/-0.0000035
456,456,456,461.131,2564.8,461.131,3419.25,0.750106017,0.01,0.750106+/-0.000004
457,457,457,461.342,2586.64,461.342,3632.24,0.712133559,0.01,0.7121336+/-0.0000034
458,458,458,461.554,2725.22,461.554,3689.59,0.738624075,0.01,0.7386241+/-0.0000034
459,459,459,461.766,2699.28,461.766,3696.41,0.730243669,0.01,0.7302437+/-0.0000033
460,460,460,461.978,2687.67,461.978,3624.73,0.741481434,0.01,0.7414814+/-0.0000034
461,461,461,462.19,2737.51,462.19,3781.74,0.723875782,0.01,0.7238758+/-0.0000033
462,462,462,462.401,2693.14,462.401,3669.79,0.733867606,0.01,0.7338676+/-0.0000034
463,463,463,462.613,2697.91,462.613,3751.71,0.71911475,0.01,0.7191148+/-0.0000033
464,464,464,462.825,2806.46,462.825,3678.66,0.762902796,0.01,0.7629028+/-0.0000034
465,465,465,463.037,2665.83,463.037,3647.94,0.730776822,0.01,0.7307768+/-0.0000034
466,466,466,463.248,2846.73,463.248,3768.77,0.755347235,0.01,0.7553472+/-0.0000033
467,467,467,463.46,2801.68,463.46,3868.44,0.724240262,0.01,0.7242403+/-0.0000032
468,468,468,463.672,2783.25,463.672,3731.91,0.745797728,0.01,0.7457977+/-0.0000033
469,469,469,463.883,2839.22,463.883,3817.93,0.743654284,0.01,0.7436543+/-0.0000033
470,470,470,464.095,2894.52,464.095,3791.98,0.763326811,0.01,0.7633268+/-0.0000033
471,471,471,464.307,2836.49,464.307,3790.62,0.748291836,0.01,0.7482918+/-0.0000033
472,472,472,464.518,2880.87,464.518,3803.59,0.757408133,0.01,0.7574081+/-0.0000033
473,473,473,464.73,2973.02,464.73,3819.97,0.778283599,0.01,0.7782836+/-0.0000033
474,474,474,464.942,2958.69,464.942,3891.65,0.760266211,0.01,0.7602662+/-0.0000032
475,475,475,465.153,2990.09,465.153,3865.71,0.77349051,0.01,0.7734905+/-0.0000033
476,476,476,465.365,3032.42,465.365,4013.85,0.755489119,0.01,0.7554891+/-0.0000031
477,477,477,465.576,2977.12,465.576,3869.81,0.769319424,0.01,0.7693194+/-0.0000033
478,478,478,465.788,3207.86,465.788,4118.29,0.77893009,0.01,0.7789301+/-0.0000031
479,479,479,465.999,3030.37,465.999,4015.21,0.754722667,0.01,0.7547227+/-0.0000031
480,480,480,466.211,3043.34,466.211,4127.17,0.737391481,0.01,0.7373915+/-0.0000030
481,481,481,466.422,3152.56,466.422,3985.86,0.790935959,0.01,0.7909360+/-0.0000032
482,482,482,466.634,3213.32,466.634,4086.21,0.786381512,0.01,0.7863815+/-0.0000031
483,483,483,466.845,3138.91,466.845,4035.01,0.777918766,0.01,0.7779188+/-0.0000031
484,484,484,467.057,3160.07,467.057,4164.03,0.75889703,0.01,0.7588970+/-0.0000030
485,485,485,467.268,3207.86,467.268,4196.8,0.764358559,0.01,0.7643586+/-0.0000030
486,486,486,467.48,3312.31,467.48,4202.94,0.788093573,0.01,0.7880936+/-0.0000030
487,487,487,467.691,3362.82,467.691,4343.57,0.774206471,0.01,0.7742065+/-0.0000029
488,488,488,467.903,3293.87,467.903,4292.37,0.767377929,0.01,0.7673779+/-0.0000029
489,489,489,468.114,3235.16,468.114,4270.53,0.757554683,0.01,0.7575547+/-0.0000029
490,490,490,468.326,3330.05,468.326,4251.41,0.783281311,0.01,0.7832813+/-0.0000030
491,491,491,468.537,3265.88,468.537,4263.02,0.766095397,0.01,0.7660954+/-0.0000030
492,492,492,468.748,3334.15,468.748,4277.35,0.779489637,0.01,0.7794896+/-0.0000030
493,493,493,468.96,3508.91,468.96,4394.09,0.798552146,0.01,0.7985521+/-0.0000029
494,494,494,469.171,3363.5,469.171,4193.39,0.802095679,0.01,0.8020957+/-0.0000031
495,495,495,469.382,3485.7,469.382,4379.75,0.795867344,0.01,0.7958673+/-0.0000029
496,496,496,469.594,3541.68,469.594,4401.6,0.804634678,0.01,0.8046347+/-0.0000029
497,497,497,469.805,3452.93,469.805,4316.26,0.799981929,0.01,0.7999819+/-0.0000030
498,498,498,470.016,3415.39,470.016,4348.35,0.785445054,0.01,0.7854451+/-0.0000029
499,499,499,470.228,3460.44,470.228,4476.69,0.772990759,0.01,0.7729908+/-0.0000028
500,500,500,470.439,3544.41,470.439,4363.37,0.81231021,0.01,0.8123102+/-0.0000030
501,501,501,470.65,3482.97,470.65,4351.76,0.800358935,0.01,0.8003589+/-0.0000029
502,502,502,470.861,3621.55,470.861,4478.74,0.808609118,0.01,0.8086091+/-0.0000029
503,503,503,471.073,3623.6,471.073,4579.09,0.79133627,0.01,0.7913363+/-0.0000028
504,504,504,471.284,3598.34,471.284,4459.62,0.806871437,0.01,0.8068714+/-0.0000029
505,505,505,471.495,3758.76,471.495,4660.32,0.806545473,0.01,0.8065455+/-0.0000028
506,506,506,471.706,3740.33,471.706,4578.4,0.816951337,0.01,0.8169513+/-0.0000028
507,507,507,471.917,3723.26,471.917,4592.74,0.810683818,0.01,0.8106838+/-0.0000028
508,508,508,472.129,3809.96,472.129,4648.04,0.819691741,0.01,0.8196917+/-0.0000028
509,509,509,472.34,3850.92,472.34,4809.14,0.800750238,0.01,0.8007502+/-0.0000027
510,510,510,472.551,3936.94,472.551,4802.32,0.819799597,0.01,0.8197996+/-0.0000027
511,511,511,472.762,3857.06,472.762,4793.44,0.80465386,0.01,0.8046539+/-0.0000027
512,512,512,472.973,3763.54,472.973,4715.62,0.79810078,0.01,0.7981008+/-0.0000027
513,513,513,473.184,3785.39,473.184,4777.06,0.792409976,0.01,0.7924100+/-0.0000027
514,514,514,473.395,4134.22,473.395,5033.74,0.821301855,0.01,0.8213019+/-0.0000026
515,515,515,473.607,3913.04,473.607,4901.98,0.798257031,0.01,0.7982570+/-0.0000026
516,516,516,473.818,3912.36,473.818,4842.59,0.807906513,0.01,0.8079065+/-0.0000027
517,517,517,474.029,4014.76,474.029,4926.56,0.814921568,0.01,0.8149216+/-0.0000026
518,518,518,474.24,4054.35,474.24,5037.15,0.80488967,0.01,0.8048897+/-0.0000025
519,519,519,474.451,4089.17,474.451,4993.46,0.818905128,0.01,0.8189051+/-0.0000026
520,520,520,474.662,4061.86,474.662,5078.11,0.799876332,0.01,0.7998763+/-0.0000025
521,521,521,474.873,4097.36,474.873,5125.21,0.79945212,0.01,0.7994521+/-0.0000025
522,522,522,475.084,4311.03,475.084,5275.4,0.817194905,0.01,0.8171949+/-0.0000024
523,523,523,475.295,4193.61,475.295,5131.36,0.817251177,0.01,0.8172512+/-0.0000025
524,524,524,475.506,4193.61,475.506,5146.37,0.814867567,0.01,0.8148676+/-0.0000025
525,525,525,475.717,4278.95,475.717,5221.47,0.819491446,0.01,0.8194914+/-0.0000025
526,526,526,475.928,4259.83,475.928,5300.66,0.803641433,0.01,0.8036414+/-0.0000024
527,527,527,476.139,4338.34,476.139,5358.68,0.809591168,0.01,0.8095912+/-0.0000024
528,528,528,476.35,4289.87,476.35,5387.35,0.796285743,0.01,0.7962857+/-0.0000024
529,529,529,476.56,4440.05,476.56,5380.53,0.82520681,0.01,0.8252068+/-0.0000024
530,530,530,476.771,4395.68,476.771,5502.72,0.798819493,0.01,0.7988195+/-0.0000023
531,531,531,476.982,4429.13,476.982,5443.33,0.813680229,0.01,0.8136802+/-0.0000024
532,532,532,477.193,4482.38,477.193,5525.25,0.811253789,0.01,0.8112538+/-0.0000023
533,533,533,477.404,4635.29,477.404,5621.5,0.824564618,0.01,0.8245646+/-0.0000023
534,534,534,477.615,4564.3,477.615,5635.84,0.809870401,0.01,0.8098704+/-0.0000023
535,535,535,477.826,4748.61,477.826,5845.41,0.8123656,0.01,0.8123656+/-0.0000022
536,536,536,478.036,4511.73,478.036,5690.45,0.792859967,0.01,0.7928600+/-0.0000022
537,537,537,478.247,4810.05,478.247,5779.2,0.832303779,0.01,0.8323038+/-0.0000023
538,538,538,478.458,4799.81,478.458,5787.39,0.829356584,0.01,0.8293566+/-0.0000022
539,539,539,478.669,4653.04,478.669,5904.81,0.78800842,0.01,0.7880084+/-0.0000022
540,540,540,478.88,4664.65,478.88,5709.57,0.816987969,0.01,0.8169880+/-0.0000023
541,541,541,479.09,4892.65,479.09,6013.35,0.813631337,0.01,0.8136313+/-0.0000021
542,542,542,479.301,4980.03,479.301,6111.65,0.814842146,0.01,0.8148421+/-0.0000021
543,543,543,479.512,4922.01,479.512,6061.13,0.812061447,0.01,0.8120614+/-0.0000021
544,544,544,479.723,4911.09,479.723,5958.05,0.824278078,0.01,0.8242781+/-0.0000022
545,545,545,479.933,5094.04,479.933,6093.22,0.836017738,0.01,0.8360177+/-0.0000021
546,546,546,480.144,5059.91,480.144,6132.81,0.825055725,0.01,0.8250557+/-0.0000021
547,547,547,480.355,5125.44,480.355,6114.38,0.838259971,0.01,0.8382600+/-0.0000021
548,548,548,480.565,5354.13,480.565,6450.25,0.830065501,0.01,0.8300655+/-0.0000020
549,549,549,480.776,5368.47,480.776,6429.09,0.835027974,0.01,0.8350280+/-0.0000020
550,550,550,480.987,5322.73,480.987,6444.79,0.825896577,0.01,0.8258966+/-0.0000020
551,551,551,481.197,5267.43,481.197,6378.57,0.825801081,0.01,0.8258011+/-0.0000020
552,552,552,481.408,5404.65,481.408,6538.31,0.826612687,0.01,0.8266127+/-0.0000020
553,553,553,481.619,5426.49,481.619,6627.74,0.818754206,0.01,0.8187542+/-0.0000020
554,554,554,481.829,5440.14,481.829,6628.42,0.820729525,0.01,0.8207295+/-0.0000020
555,555,555,482.04,5634.7,482.04,6805.23,0.827995527,0.01,0.8279955+/-0.0000019
556,556,556,482.25,5532.99,482.25,6757.44,0.818799723,0.01,0.8187997+/-0.0000019
557,557,557,482.461,5676.34,482.461,6903.53,0.822237319,0.01,0.8222373+/-0.0000019
558,558,558,482.671,5727.54,482.671,6835.95,0.837855748,0.01,0.8378557+/-0.0000019
559,559,559,482.882,5708.43,482.882,6881.69,0.829509902,0.01,0.8295099+/-0.0000019
560,560,560,483.092,5947.36,483.092,7068.73,0.841361885,0.01,0.8413619+/-0.0000018
561,561,561,483.303,5882.51,483.303,7124.71,0.825649044,0.01,0.8256490+/-0.0000018
562,562,562,483.513,5973.3,483.513,7087.17,0.842832894,0.01,0.8428329+/-0.0000018
563,563,563,483.724,5875.0,483.724,7074.88,0.830402777,0.01,0.8304028+/-0.0000018
564,564,564,483.934,5986.27,483.934,7238.72,0.826979079,0.01,0.8269791+/-0.0000018
565,565,565,484.145,6205.4,484.145,7602.57,0.816223987,0.01,0.8162240+/-0.0000017
566,566,566,484.355,6237.49,484.355,7416.21,0.841061674,0.01,0.8410617+/-0.0000018
567,567,567,484.566,6135.77,484.566,7358.18,0.833870604,0.01,0.8338706+/-0.0000018
568,568,568,484.776,6351.49,484.776,7704.29,0.824409517,0.01,0.8244095+/-0.0000017
569,569,569,484.987,6245.68,484.987,7468.09,0.836315577,0.01,0.8363156+/-0.0000017
570,570,570,485.197,6333.74,485.197,7668.11,0.825984499,0.01,0.8259845+/-0.0000017
571,571,571,485.407,6386.99,485.407,7652.41,0.834637715,0.01,0.8346377+/-0.0000017
572,572,572,485.618,6488.7,485.618,7698.14,0.842891919,0.01,0.8428919+/-0.0000017
